,id,age,checking_status,class,credit_amount,credit_history,duration,employment,existing_credits,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,foreign_worker,housing,installment_commitment,job,num_dependents,other_parties,other_payment_plans,own_telephone,personal_status,property_magnitude,purpose,residence_since,savings_status
1547,1548,36,-1,0,3979,'critical/other existing credit',42,4,2,0.519649062785641,0.4868054825642086,1.270384656364862,1.167622594769893,0.6851164052111648,1.1262904629152786,0.9541690825106068,1.5788072177923855,0.9321339915063308,0.4525523756290101,yes,own,4,skilled,1,none,none,yes,'male single','real estate',furniture/equipment,4,'500<=X<1000'
183,184,64,200,0,757,'existing paid',6,4,1,0.5292089823728546,0.5790474981880273,0.9384084689939168,1.1800743771790982,0.9158129447910516,0.7873870464227566,0.6112832260754271,0.9105579669667574,1.0872735826484945,0.3205078010893162,yes,own,2,skilled,1,guarantor,none,none,'female div/dep/mar','real estate',radio/tv,3,'<100'
137,138,23,200,1,11755,'existing paid',24,4,2,0.6930019514618183,0.6380776861093617,1.1252342460569325,1.0119377353139698,0.4752838292177201,1.5293617381138476,0.7188920030649079,1.0222296266262152,0.8791491496016297,0.6080155339967466,yes,rent,1,'high qualif/self emp/mgmt',1,none,none,none,'female div/dep/mar',car,'used car',4,'<100'
899,900,35,-1,0,2256,'critical/other existing credit',24,7,2,0.227160115365335,0.7311364026137535,0.6056370645246815,0.7790491741649267,0.7321375274152029,1.5314911738879309,1.2673467515329706,1.0636421673462195,0.4022608337742583,0.6775877970727568,yes,own,4,skilled,1,none,none,yes,'male single',car,'used car',3,'<100'
796,797,47,200,0,758,'critical/other existing credit',12,7,2,0.3823365325191755,0.6487239781857149,1.1403088691899947,1.62103511530872,1.324124499495413,0.8305078466984522,0.7229941880906204,1.3497758129917794,0.8249739006999837,0.4739104480110273,yes,own,2,'unskilled resident',2,none,none,none,'male single','real estate','new car',3,'<100'
132,133,23,-1,0,865,'critical/other existing credit',12,7,2,0.3793617482014206,0.6497754674757217,1.0138810870970656,0.910071590450248,0.4390574744185697,0.6202127946750684,0.4512380890084262,0.7538965766788026,0.6220860138231067,0.5210433649608839,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','real estate',repairs,4,'no known savings'
80,81,26,400,1,3856,'existing paid',36,4,1,0.372032191256765,0.6397655684724097,0.8159974394116419,0.8094127079645999,1.4497024648312355,1.4545680169839783,0.881301360192914,0.4977140438760856,1.5662287819591951,0.8152833968051698,yes,own,4,skilled,1,none,none,none,'male single',car,radio/tv,2,'<100'
1986,1987,23,200,0,1305,'existing paid',15,1,1,0.7584385280212386,0.6866742314284433,0.9060741958586114,1.176603425438366,1.461213632907305,1.233732914055729,1.4690052919690668,1.3096486597639678,0.4690505147571244,0.56067392501183,yes,own,4,skilled,1,none,none,none,'male single','life insurance',radio/tv,1,'no known savings'
1540,1541,36,200,0,2618,'critical/other existing credit',12,7,1,0.5274206341808604,0.4600268451573256,1.2183308635094834,0.7503666436929226,1.5458865873499943,0.9760742196910814,1.2771411968144375,1.2025588758823536,0.4554855204097827,0.6359005791455603,yes,own,3,'high qualif/self emp/mgmt',1,none,none,yes,'male div/sep',car,'new car',3,'500<=X<1000'
541,542,37,200,0,1461,'critical/other existing credit',9,10,3,0.618664104505568,0.7469135927849258,0.9498447786128396,0.5526731122960902,0.549852268095745,0.7114636991722134,1.587219702185685,0.7384956306903772,0.5920141396587854,0.4499422314641607,yes,own,2,'unskilled resident',1,none,none,none,'male single','real estate',radio/tv,4,'<100'
1668,1669,28,200,0,516,'existing paid',6,7,1,0.6864862486567181,0.4438480255499546,1.4290213806731695,0.7691027509232891,0.9918085517616072,1.4204199610906654,0.7745016966822768,1.0980402541946996,0.8833908261023274,0.3573708040417601,yes,own,3,'unskilled resident',1,guarantor,bank,none,'male mar/wid','real estate',radio/tv,3,'<100'
983,984,61,200,1,1324,'delayed previously',15,4,2,0.6752027000438972,0.6140818377657802,0.6547656189352733,0.9257813603739052,0.7053732089112371,0.5585729443899867,0.2497997503962203,1.3489785521752449,0.3648451546328829,0.6141572301052525,yes,own,3,skilled,1,none,stores,none,'male mar/wid','life insurance',repairs,3,'>=1000'
165,166,39,0,0,1934,'critical/other existing credit',12,4,2,0.6022975489725558,0.6907274645193983,1.3115427129453443,1.1074179972433549,0.744814730935034,0.6659989383962458,1.15778143976055,1.1175337063509367,0.8057618602445958,0.6604126193485085,no,rent,3,'unskilled resident',2,none,none,none,'male single','real estate','new car',2,'<100'
248,249,23,200,1,15854,'existing paid',48,4,1,0.5183489703376711,0.6180078079679161,0.9108736067340106,0.3459828332167756,0.4311114501880763,1.2855192364533643,1.0028156825813253,1.2489211988077442,1.0775956443993286,0.3964415043573888,yes,own,2,skilled,1,none,none,yes,'male single',car,business,2,'<100'
446,447,27,200,1,1641,'existing paid',18,1,1,0.4226614698057542,0.365946061689,0.8915977345889726,1.1970084731541917,1.3173829350164006,0.4686142536586448,0.6305585555686195,1.0159866570753255,0.838187948477312,0.4368602570622175,yes,rent,4,skilled,1,none,none,none,'female div/dep/mar','real estate',furniture/equipment,3,'no known savings'
1514,1515,26,-1,0,1214,'existing paid',9,4,1,0.6000406434925151,0.6846174569073248,0.9528633398590224,1.4993307977562598,1.2563416398010985,1.1923069607584973,1.187337764523074,0.5292674379548828,0.8546604571324814,0.6264750734415077,yes,rent,4,skilled,1,none,none,none,'female div/dep/mar','real estate',furniture/equipment,2,'<100'
858,859,44,200,0,878,'existing paid',8,7,1,0.4043616821380877,0.4733187622700641,0.8918049493411974,1.2800149865706814,1.438235261175958,1.405900438765709,0.3416831124096995,0.8249333502034473,1.0958138045308148,0.6608587235048204,yes,own,4,'unskilled resident',1,guarantor,none,none,'female div/dep/mar','real estate',radio/tv,2,'<100'
1211,1212,26,400,0,1841,'existing paid',24,4,1,0.5335703935925475,0.6716722065924995,1.4182229026478763,0.6063711243964482,0.8497427248579845,1.0480496932632846,0.3871292479783282,1.1868992192721155,1.1376382621029906,0.7978369396246165,yes,own,2,skilled,1,none,none,none,'male single','real estate',furniture/equipment,2,'<100'
97,98,46,0,1,6229,'critical/other existing credit',48,10,2,0.3325593283035369,0.579607515492966,0.8997149905534771,1.0032341745909392,0.8245792762175868,1.4151035308780342,0.6370171920934791,0.883131823082133,0.929941641393802,0.5567200737533038,yes,'for free',4,skilled,1,none,none,yes,'male single','no known property','used car',4,'<100'
1973,1974,24,200,1,6020,'existing paid',72,4,1,0.5464674336278192,0.4316054355248655,1.342643976701421,1.365741848676771,0.5675871818358885,1.1585651800318368,0.5017025646319833,0.6908694596505389,1.4178488263161135,0.6056663568580438,yes,own,2,skilled,1,none,none,none,'male mar/wid',car,radio/tv,2,'100<=X<500'
737,738,37,-1,1,1875,'existing paid',36,4,1,0.5384943097444383,0.6245106154460761,0.741140167718239,0.8240377088538415,1.541233837447512,1.1410427062039727,1.2008356207051945,1.5336609969070936,0.8807882365563089,0.5190914161209572,yes,'for free',4,skilled,1,none,stores,yes,'male single','no known property',education,4,'<100'
1255,1256,47,-1,1,2217,'delayed previously',24,10,2,0.3121956336617941,0.3252311363333267,0.7355088552396191,1.1948654717466225,0.406637950986581,0.6869130289017604,0.8865678820179808,1.2767817940536768,1.3030287856577198,0.5275669607931772,yes,own,4,'unskilled resident',2,none,none,none,'male single',car,'new car',4,'<100'
102,103,26,-1,1,11185,'existing paid',36,-1,2,0.521032817517178,0.7807523840866285,1.3900629193352272,1.3098856529846648,0.2634084364340012,0.7816679784193608,1.39572672588036,1.3449703142891145,0.4019481929176783,0.5018378521986744,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'female div/dep/mar',car,furniture/equipment,2,'<100'
434,435,32,0,1,1110,'existing paid',24,7,1,0.3357646924573015,0.5406949273238124,0.7433445172995181,0.6278539269094855,0.613157318307643,0.936422267889695,0.6274668024119601,1.1189860476522129,0.5352309219874113,0.2846151917539166,yes,rent,4,skilled,1,none,none,none,'female div/dep/mar','no known property','new car',4,'no known savings'
74,75,56,-1,0,1495,'existing paid',6,1,1,0.635259064745399,0.5869597472302325,0.6134751045476413,1.376066992983742,0.8917560769137717,0.6704710586139325,0.2426106374381615,1.176046312878706,0.6144705407243973,0.3405270202600136,yes,own,1,skilled,1,none,none,none,'female div/dep/mar','no known property',education,2,'<100'
1791,1792,23,400,0,417,'existing paid',15,1,1,0.4011076134065205,0.7137167127699378,1.1799992202457334,1.3140678806180108,0.7019180804020049,0.8458027527291395,1.146428039911522,1.1205426054660677,0.582309038086015,0.3570929966497065,yes,rent,4,skilled,1,none,none,yes,'female div/dep/mar','life insurance',education,4,'<100'
1234,1235,28,400,1,580,'existing paid',9,4,1,0.7959144634050709,0.7649506200611956,0.6524216119495747,1.3279381801989258,0.6889927969667851,0.7131745774111323,0.3009813460743795,1.076684627878782,1.04226578113385,0.2011125218005452,yes,own,3,'unskilled resident',1,none,none,none,'female div/dep/mar','real estate',radio/tv,2,'<100'
918,919,34,200,0,3629,'all paid',30,4,1,0.2486197919099989,0.5383854913098959,1.2214736580974046,0.6540788594281908,0.9274382682392692,0.8322566531225608,1.2361711983015682,0.8639986762848173,0.6583543648289317,0.6421760325460492,yes,own,4,skilled,2,none,stores,yes,'male single',car,furniture/equipment,2,'>=1000'
1711,1712,39,200,1,12171,'critical/other existing credit',24,4,2,0.5021796566673334,0.4909140173715511,1.0104218724043168,0.556893507465185,0.7788057547984083,1.246328542444223,0.8497198413626477,0.7341331990871472,0.8415306397978094,0.399045571274687,yes,own,2,'high qualif/self emp/mgmt',2,'co applicant',none,yes,'male single',car,other,3,'<100'
1670,1671,23,0,1,6159,'critical/other existing credit',36,1,2,0.5745991726761156,0.4775612313702806,1.0987562000374096,0.5716775625988713,1.279582691254337,1.046582798045776,0.6651348849549865,0.5661743773407428,1.4101503641034228,0.4575280105875998,yes,rent,4,'unskilled resident',1,'co applicant',none,yes,'female div/dep/mar','no known property',furniture/equipment,4,'<100'
1620,1621,38,-1,0,743,'existing paid',12,10,1,0.5271637280114164,0.504238268859781,0.8841666949108099,1.436995506739177,0.7407715968739536,1.5712956202736237,1.0537556083158646,0.762295240665471,1.4528368501546742,0.4039203117976495,yes,own,4,skilled,1,none,none,none,'male single',car,radio/tv,4,'<100'
762,763,37,0,1,1431,'existing paid',12,1,1,0.4518647081394034,0.4830613213560532,1.2325216989932717,1.444534925960538,0.6704650415497163,0.7901391105928383,0.7558483798023952,1.395856120575472,1.4450877598009102,0.2489883378014481,yes,own,3,'unskilled resident',1,none,none,none,'female div/dep/mar','real estate','new car',1,'<100'
989,990,26,0,0,4782,'existing paid',48,7,1,0.4601653931718513,0.5474023097545273,0.6850796889302437,0.6898334346271188,0.8216894042708782,1.0428975436492198,1.4113758216877688,1.2823617617855,0.8638278986626212,0.5492959358142566,yes,own,4,skilled,2,none,none,none,'male single','life insurance','used car',3,'<100'
388,389,42,0,1,4143,'existing paid',18,4,1,0.4426073222050818,0.5746376988103629,0.5027122330864048,1.563421616669268,1.2255501735289251,0.5352920913324839,0.4374312177285456,1.4321588731255273,0.8373024702343888,0.3550420060500281,yes,own,2,skilled,1,'co applicant',none,none,'male single',car,furniture/equipment,3,'<100'
235,236,28,-1,1,1907,'delayed previously',18,4,1,0.4445725207411189,0.4572505199697763,0.6015640267017414,0.6750746128509257,0.5893049196347913,0.8288020127011791,0.6947660852910292,1.1197814168854745,1.286162400370682,0.4643516876523277,yes,own,4,skilled,1,none,none,yes,'male mar/wid',car,business,2,'<100'
1506,1507,49,0,0,3251,'existing paid',24,10,1,0.5057763549876282,0.5326123080600997,1.2914625267872537,0.7630372034416435,1.115365094151777,1.3663746829968662,0.5475975660478387,1.5957406111231451,0.8142504634299056,0.6067785335011779,yes,'for free',4,skilled,2,none,bank,yes,'male single','no known property','used car',4,'no known savings'
267,268,23,-1,0,834,'existing paid',6,7,1,0.3549059854072414,0.5676605899271018,0.6007014658049211,0.7313934773283002,1.5711468316216772,1.129672344674966,0.7954894208246137,0.9523100607153068,1.3699676241378826,0.6767090860622108,yes,rent,2,'unskilled resident',1,none,none,none,'male mar/wid','real estate',repairs,4,'500<=X<1000'
1187,1188,37,-1,0,3363,'critical/other existing credit',4,7,1,0.0912368216954845,0.6398671385141587,1.1775085979583015,0.6106539684326148,0.7052996265384519,1.133861585821759,0.5338473419577647,0.7967346681220211,0.6586558138617412,0.5518761716560556,yes,own,1,skilled,2,none,none,none,'female div/dep/mar','real estate','new car',1,'<100'
117,118,47,400,0,3370,'critical/other existing credit',30,10,1,0.3690677722537354,0.5070497844763593,0.947246293945422,0.8130838252328324,1.2403290923083286,0.8794479637711294,1.4172932876792803,1.3650998002869938,0.8157832406500772,0.3599254445771331,yes,own,4,skilled,1,none,none,none,'male single','life insurance',radio/tv,4,'<100'
1606,1607,38,200,0,6524,'delayed previously',48,4,1,0.6588895444439236,0.6811685557735679,0.840914855620819,0.2712151074508098,0.4638089089718848,0.7461640182578949,1.2571652563207514,1.2527845416242704,1.319031887410774,0.4436382995623561,yes,'for free',4,skilled,2,none,none,yes,'male single','no known property',business,4,'no known savings'
673,674,24,200,0,5533,'critical/other existing credit',24,1,2,0.4165407233883478,0.5317351147284988,0.932034992135902,1.4284099197088254,1.4206025481566984,0.5746171543465655,1.2749222309634525,1.0774134696423316,0.7518828982766588,0.3840028801397852,yes,'for free',2,skilled,1,none,none,yes,'female div/dep/mar','no known property',education,4,'<100'
249,250,25,-1,0,2475,'existing paid',36,4,1,0.4518499516501297,0.6157842319853791,1.3887943645910157,1.2217303152003858,0.6214024890970948,0.901732456330488,1.7221626792531866,0.725045490550782,1.0651883802174882,0.4464919154704342,yes,own,4,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,4,'no known savings'
1452,1453,30,200,1,4167,'delayed previously',36,4,2,0.6244111834274685,0.571180940617678,1.26215014495092,0.954583112580476,0.7102186232598064,0.4890478582953966,0.4490270322298738,1.1284716402575712,1.432031793812638,0.5752203109999768,yes,own,2,'high qualif/self emp/mgmt',1,none,stores,yes,'male div/sep','real estate',business,2,'<100'
1994,1995,34,200,0,3070,'critical/other existing credit',24,7,2,0.2259136540121703,0.5934078519794865,1.041295422224826,1.1404279633630403,1.0276783124445772,0.8514800385465914,0.8269035541144697,1.2118138707144588,0.8993651283920798,0.652175164630608,yes,own,4,skilled,2,none,none,yes,'male single','no known property',business,3,'no known savings'
94,95,33,-1,0,3018,'critical/other existing credit',9,4,2,0.4738772768398715,0.7066935223029555,1.3727512353983786,1.349678513977421,0.7428404488400338,1.4570722548497808,1.065700493227447,1.023696197227848,1.1991144694364344,0.4905263594950042,yes,own,1,skilled,2,none,none,none,'male single','real estate',radio/tv,2,'no known savings'
33,34,28,-1,0,1636,'existing paid',24,7,1,0.5686628906002732,0.6100556840101291,0.6318594403621036,0.9611611321979712,0.6617038226297116,1.1420202996618467,0.6853296376162357,1.4552659606219422,1.1377131786553885,0.4737886756616208,yes,own,4,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,1,'500<=X<1000'
1463,1464,26,200,0,774,'existing paid',8,1,1,0.3914819271894776,0.3602194544495868,0.2352024594407585,1.0170673548169913,1.083332703623023,1.1475641267660357,0.6588964383195559,1.00831963850764,1.013859020629014,0.3712839160298193,yes,own,3,skilled,1,none,none,yes,'male mar/wid','real estate',business,2,'<100'
1667,1668,30,-1,0,1701,'existing paid',18,4,1,0.2835547131167031,0.4437260217321356,0.7469356994917729,0.894204954591884,1.149856482458483,0.9962410611277036,0.9844174191668486,0.8163655184825289,0.8241770326481788,0.5854983085905718,yes,own,2,'high qualif/self emp/mgmt',1,none,none,yes,'male mar/wid','life insurance','new car',2,'<100'
448,449,29,0,1,5352,'existing paid',36,7,1,0.3964725381096785,0.4545189417011998,0.9378338423952256,0.7668023029415085,1.0336416029864226,0.6308842838788611,1.34320604017342,0.7524916725220502,0.9613767042762305,0.5655159126239087,yes,own,4,skilled,1,none,none,none,'male single','life insurance',furniture/equipment,2,'<100'
716,717,42,200,1,8243,'no credits/all paid',27,10,2,0.5131328723433105,0.6877170836693194,1.399300158452355,1.2828977497655143,1.3090570798180348,0.6957822498907824,1.7338445908636808,0.9261521829350874,0.1793598737225854,0.3230218883911659,yes,'for free',2,'high qualif/self emp/mgmt',1,none,none,yes,'female div/dep/mar','no known property',business,4,'<100'
